errorGroups.id,insertId,labels.container_name,labels.instanceId,labels.scaling_reason,logName,protoPayload.methodName,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""run.googleapis.com/build-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/build-source-location""","'protoPayload.response.metadata.annotations.""run.googleapis.com/client-name""","'protoPayload.response.metadata.annotations.""run.googleapis.com/client-version""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""client.knative.dev/nonce""","'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.serviceAccountName,protoPayload.response.spec.timeoutSeconds,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.serviceName,protoPayload.status.code,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,textPayload,timestamp
,"'-z6u0vrddqai",,,,"'projects/from-group-to-game/logs/cloudaudit.googleapis.com%2Fsystem_event",/Services.CreateService,"'namespaces/from-group-to-game/revisions/from-group-to-game-backend-00001-hk8",type.googleapis.com/google.cloud.run.v1.Revision,serving.knative.dev/v1,Revision,"'{""from-group-to-game-backend-1"":""e99ef1cb-2295-4360-a5e5-2f89a7f2d72d""}","'{""from-group-to-game-backend-1"":""gs://run-sources-from-group-to-game-us-central1/services/from-group-to-game-backend/1778479887.790914-89545e797f484bceb6a129edfbeac14f.zip#1778479888037945""}",gcloud,546.0.0,"'5d88ae36-cd57-48b4-8037-5c8300de3b54",true,"'dmitry.paliychuk@gmail.com","'2026-05-11T06:12:45.031164Z",1,ynmchyjlmf,"'us-central1",Default,"'from-group-to-game-backend",1,"'from-group-to-game-backend","'from-group-to-game-backend","'8538a2ec-2e7b-4013-8576-876646ba32b3","'from-group-to-game-backend-00001-hk8",656681019973,"'[{""kind"":""Configuration"",""name"":""from-group-to-game-backend"",""uid"":""f847d79b-117e-4089-a88c-7d9b628c7ac2"",""apiVersion"":""serving.knative.dev/v1"",""controller"":true,""blockOwnerDeletion"":true}]",AAZRhKVAvtI,"'/apis/serving.knative.dev/v1/namespaces/656681019973/revisions/from-group-to-game-backend-00001-hk8","'9b8705b2-cc4a-49f4-b4a1-f8ef70fff397",80,"'[{""name"":""from-group-to-game-backend-1"",""image"":""us-central1-docker.pkg.dev/from-group-to-game/cloud-run-source-deploy/from-group-to-game-backend@sha256:427d9198cbb6baf442248da1ff2ef6f1c0c1e047a3b57c397fddc2f4b9b90319"",""ports"":[{""name"":""http1"",""containerPort"":8080}],""env"":[{""name"":""PROJECT_ID"",""value"":""656681019973""},{""name"":""LOCATION"",""value"":""us-central1""},{""name"":""AGENT_ENGINE_ID"",""value"":""1851591325070131200 # US Olympics Agent + RAG + Structured Output""},{""name"":""SERVICE_ACCOUNT"",""value"":""656681019973-compute@developer.gserviceaccount.com""}],""resources"":{""limits"":{""memory"":""512Mi"",""cpu"":""1000m""}},""startupProbe"":{""timeoutSeconds"":240,""periodSeconds"":240,""failureThreshold"":1,""tcpSocket"":{""port"":8080}}}]","'656681019973-compute@developer.gserviceaccount.com",300,"'[{""type"":""Ready"",""status"":""False"",""reason"":""HealthCheckContainerError"",""message"":""The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=from-group-to-game&resource=cloud_run_revision/service_name/from-group-to-game-backend/revision_name/from-group-to-game-backend-00001-hk8&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22from-group-to-game-backend%22%0Aresource.labels.revision_name%3D%22from-group-to-game-backend-00001-hk8%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2026-05-11T06:13:30.280658Z""},{""type"":""ContainerHealthy"",""status"":""False"",""reason"":""HealthCheckContainerError"",""message"":""The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.\n\nLogs URL: https://console.cloud.google.com/logs/viewer?project=from-group-to-game&resource=cloud_run_revision/service_name/from-group-to-game-backend/revision_name/from-group-to-game-backend-00001-hk8&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22from-group-to-game-backend%22%0Aresource.labels.revision_name%3D%22from-group-to-game-backend-00001-hk8%22 \nFor more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start"",""lastTransitionTime"":""2026-05-11T06:13:30.280658Z""},{""type"":""ContainerReady"",""status"":""True"",""message"":""Container image import completed in 11.67s."",""lastTransitionTime"":""2026-05-11T06:12:57.425282Z""},{""type"":""ResourcesAvailable"",""status"":""True"",""message"":""Provisioning imported containers completed in 1.44s. Checking container health. This will wait for up to 4m for the configured startup probe, including an initial delay of 0s."",""lastTransitionTime"":""2026-05-11T06:12:58.862617Z""},{""type"":""Retry"",""status"":""True"",""reason"":""ImmediateRetry"",""message"":""System will retry after 00:00 from lastTransitionTime for attempt 0."",""lastTransitionTime"":""2026-05-11T06:12:58.862617Z"",""severity"":""Info""}]","'[{""name"":""from-group-to-game-backend-1"",""imageDigest"":""us-central1-docker.pkg.dev/from-group-to-game/cloud-run-source-deploy/from-group-to-game-backend@sha256:427d9198cbb6baf442248da1ff2ef6f1c0c1e047a3b57c397fddc2f4b9b90319""}]","'us-central1-docker.pkg.dev/from-group-to-game/cloud-run-source-deploy/from-group-to-game-backend@sha256:427d9198cbb6baf442248da1ff2ef6f1c0c1e047a3b57c397fddc2f4b9b90319","'https://console.cloud.google.com/logs/viewer?project=from-group-to-game&resource=cloud_run_revision/service_name/from-group-to-game-backend/revision_name/from-group-to-game-backend-00001-hk8&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22from-group-to-game-backend%22%0Aresource.labels.revision_name%3D%22from-group-to-game-backend-00001-hk8%22",1,run.googleapis.com,9,"'Ready condition status changed to False for Revision from-group-to-game-backend-00001-hk8 with message: The user-provided container failed to start and listen on the port defined provided by the PORT=8080 environment variable within the allocated timeout. This can happen when the container port is misconfigured or if the timeout is too short. The health check timeout can be extended. Logs for this revision might contain more information.

Logs URL: https://console.cloud.google.com/logs/viewer?project=from-group-to-game&resource=cloud_run_revision/service_name/from-group-to-game-backend/revision_name/from-group-to-game-backend-00001-hk8&advancedFilter=resource.type%3D%22cloud_run_revision%22%0Aresource.labels.service_name%3D%22from-group-to-game-backend%22%0Aresource.labels.revision_name%3D%22from-group-to-game-backend-00001-hk8%22 
For more troubleshooting guidance, see https://cloud.google.com/run/docs/troubleshooting#container-failed-to-start",,"'2026-05-11T06:13:30.965755617Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,ERROR,,"'2026-05-11T06:13:30.295818Z"
,6a01738a00044632c6f18118,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:30.441791645Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,ERROR,"'Default STARTUP TCP probe failed 1 time consecutively for container ""from-group-to-game-backend-1"" on port 8080. The instance was not started.
Connection failed with status CANCELLED.","'2026-05-11T06:13:30.280114Z"
,6a01738a000190b3462696fa,"'from-group-to-game-backend-1",0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:30.107085923Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,WARNING,Container called exit(1).,"'2026-05-11T06:13:30.102457489Z"
,6a01738800039a7216deb76a,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,],"'2026-05-11T06:13:28.236146Z"
,6a01738800039a6f4fa0ad1b,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,},"'2026-05-11T06:13:28.236143Z"
,6a01738800039a6ce9d6c6c8,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  description: ""Invalid ReasoningEngine resource name.""","'2026-05-11T06:13:28.236140Z"
,6a01738800039a697891dd29,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  field: ""name""","'2026-05-11T06:13:28.236137Z"
,6a01738800039a67adc7fc98,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'google.api_core.exceptions.InvalidArgument: 400 List of found errors:	1.Field: name; Message: Invalid ReasoningEngine resource name.	 [field_violations {","'2026-05-11T06:13:28.236135Z"
,6a01738800039a40a035aefe,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"    raise exceptions.from_grpc_error(exc) from exc","'2026-05-11T06:13:28.236096Z"
,6a01738800039a3cc9d8c921,,0007b734d976475623b99a47d947180e8f6a5eda1d22b1d29f44b6e24f48d72f46d1331cd7f867b44853f749cd129a92f548732f668e1c2cfa8457f819fea8d63ef796abaa83c1c3fc436a199d00,,"'projects/from-group-to-game/logs/run.googleapis.com%2Fstderr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2026-05-11T06:13:28.565261520Z","'from-group-to-game-backend","'us-central1","'from-group-to-game","'from-group-to-game-backend-00001-hk8","'from-group-to-game-backend",cloud_run_revision,,"'  File ""/layers/google.python.uv/uv-dependencies/.venv/lib/python3.14/site-packages/google/api_core/grpc_helpers.py"", line 57, in error_remapped_callable","'2026-05-11T06:13:28.236092Z"
